code,particle_size,particle_fraction
3202,50.0,0.375
3202,100.0,0.675
3202,250.0,0.939
3202,500.0,0.988
3202,1000.0,1.0
3202,2000.0,1.001
3203,2.0,0.105
3203,20.0,0.138
3203,50.0,0.237
3203,100.0,0.565
3203,250.0,0.921
3203,500.0,0.984
3203,1000.0,0.999
3203,2000.0,1.0
3204,2.0,0.083
3204,20.0,0.16
3204,50.0,0.246
3204,100.0,0.418
3204,250.0,0.751
3204,500.0,0.948
3204,1000.0,0.993
3204,2000.0,1.0
3205,2.0,0.082
3205,20.0,0.129
3205,50.0,0.237
3205,100.0,0.354
3205,250.0,0.66
3205,500.0,0.925
3205,1000.0,0.984
3205,2000.0,1.0
3206,2.0,0.017
3206,20.0,0.039
3206,50.0,0.06
3206,100.0,0.067
3206,250.0,0.186
3206,500.0,0.709
3206,1000.0,0.997
3206,2000.0,1.001
3210,2.0,0.163
3210,20.0,0.4
3210,50.0,0.67
3210,100.0,0.879
3210,250.0,0.967
3210,500.0,0.993
3210,1000.0,0.98
3210,2000.0,0.999
3211,2.0,0.146
3211,20.0,0.339
3211,50.0,0.636
3211,100.0,0.898
3211,250.0,0.978
3211,500.0,0.996
3211,1000.0,0.999
3211,2000.0,0.999
3212,2.0,0.276
3212,20.0,0.692
3212,50.0,0.916
3212,100.0,0.971
3212,250.0,0.992
3212,500.0,0.998
3212,1000.0,0.999
3212,2000.0,1.0
3213,2.0,0.136
3213,20.0,0.594
3213,50.0,0.842
3213,100.0,0.932
3213,250.0,0.978
3213,500.0,0.993
3213,1000.0,0.996
3213,2000.0,0.998
3214,2.0,0.113
3214,20.0,0.704
3214,50.0,0.983
3214,100.0,0.99
3214,250.0,0.993
3214,500.0,0.995
3214,1000.0,0.997
3214,2000.0,0.999
3220,2.0,0.184
3220,20.0,0.437
3220,50.0,0.691
3220,100.0,0.807
3220,250.0,0.958
3220,500.0,0.989
3220,1000.0,1.0
3220,2000.0,1.0
3221,2.0,0.198
3221,20.0,0.465
3221,50.0,0.659
3221,100.0,0.766
3221,250.0,0.948
3221,500.0,0.985
3221,1000.0,0.999
3221,2000.0,1.0
3222,2.0,0.255
3222,20.0,0.66
3222,50.0,0.846
3222,100.0,0.916
3222,250.0,0.991
3222,500.0,0.997
3222,1000.0,0.999
3222,2000.0,0.999
3223,2.0,0.191
3223,20.0,0.721
3223,50.0,0.93
3223,100.0,0.956
3223,250.0,0.991
3223,500.0,0.997
3223,1000.0,0.999
3223,2000.0,1.0
3224,2.0,0.152
3224,20.0,0.756
3224,50.0,0.942
3224,100.0,0.953
3224,250.0,0.964
3224,500.0,0.973
3224,1000.0,0.988
3224,2000.0,0.998
3225,2.0,0.17
3225,20.0,0.806
3225,50.0,0.962
3225,100.0,0.973
3225,250.0,0.996
3225,500.0,0.996
3225,1000.0,0.999
3225,2000.0,1.0
3230,,
3231,,
3232,2.0,0.007
3232,4.0,0.007
3232,8.0,0.007
3232,16.0,0.008
3232,32.0,0.009
3232,63.0,0.012
3232,125.0,0.104
3232,250.0,0.59
3232,500.0,0.909
3232,1000.0,0.985
3232,2000.0,1.0
3240,2.0,0.243
3240,50.0,0.986
3240,105.0,0.989
3240,250.0,0.993
3240,500.0,0.998
3240,1000.0,1.0
3240,2000.0,1.0
3241,2.0,0.271
3241,50.0,1.0
3241,105.0,1.001
3241,250.0,1.001
3241,500.0,1.001
3241,1000.0,1.001
3241,2000.0,1.001
3242,2.0,0.2
3242,50.0,0.993
3242,105.0,0.995
3242,250.0,0.998
3242,500.0,1.0
3242,1000.0,1.0
3242,2000.0,1.0
3243,2.0,0.173
3243,50.0,0.98
3243,105.0,0.984
3243,250.0,0.991
3243,500.0,0.999
3243,1000.0,1.0
3243,2000.0,1.0
3250,2.0,0.185
3250,50.0,0.99
3250,105.0,0.994
3250,250.0,0.996
3250,500.0,0.998
3250,1000.0,0.999
3250,2000.0,0.999
3251,2.0,0.29
3251,50.0,0.995
3251,105.0,0.997
3251,250.0,0.997
3251,500.0,0.997
3251,1000.0,0.997
3251,2000.0,0.997
3252,2.0,0.225
3252,50.0,0.995
3252,105.0,0.996
3252,250.0,0.996
3252,500.0,0.996
3252,1000.0,0.996
3252,2000.0,0.996
3253,2.0,0.205
3253,50.0,1.0
3253,105.0,1.001
3253,250.0,1.001
3253,500.0,1.001
3253,1000.0,1.001
3253,2000.0,1.001
3260,2.0,0.09
3260,50.0,0.88
3260,105.0,0.89
3260,250.0,0.95
3260,500.0,0.99
3260,1000.0,0.99
3260,2000.0,1.0
3261,2.0,0.09
3261,50.0,0.78
3261,105.0,0.8
3261,250.0,0.91
3261,500.0,1.0
3261,1000.0,1.01
3261,2000.0,1.01
3262,2.0,0.1
3262,50.0,0.79
3262,105.0,0.81
3262,250.0,0.92
3262,500.0,0.99
3262,1000.0,1.0
3262,2000.0,1.0
3263,2.0,0.1
3263,50.0,0.74
3263,105.0,0.76
3263,250.0,0.89
3263,500.0,0.99
3263,1000.0,1.0
3263,2000.0,1.0
3264,2.0,0.13
3264,50.0,0.89
3264,105.0,0.91
3264,250.0,0.97
3264,500.0,1.0
3264,1000.0,1.01
3264,2000.0,1.01
3270,,
3271,,
3272,,
3273,,
3274,,
3281,2.0,0.488
3281,20.0,0.739
3281,200.0,1.0
3281,2000.0,1.008
3282,2.0,0.54
3282,20.0,0.786
3282,200.0,1.002
3282,2000.0,1.008
3283,2.0,0.326
3283,20.0,0.68
3283,200.0,1.008
3283,2000.0,1.011
3290,2.0,0.108
3290,20.0,0.281
3290,63.0,0.473
3290,125.0,0.68
3290,200.0,0.837
3290,500.0,0.988
3290,2000.0,1.0
3291,2.0,0.107
3291,20.0,0.27
3291,63.0,0.452
3291,125.0,0.649
3291,200.0,0.821
3291,500.0,0.986
3291,2000.0,1.0
3292,2.0,0.238
3292,20.0,0.401
3292,63.0,0.52
3292,125.0,0.694
3292,200.0,0.834
3292,500.0,0.992
3292,2000.0,1.0
3293,2.0,0.269
3293,20.0,0.37
3293,63.0,0.555
3293,125.0,0.777
3293,200.0,0.932
3293,500.0,0.996
3293,2000.0,1.0
3300,2.0,0.106
3300,20.0,0.256
3300,63.0,0.466
3300,125.0,0.673
3300,200.0,0.839
3300,500.0,0.992
3300,2000.0,1.0
3301,2.0,0.121
3301,20.0,0.266
3301,63.0,0.452
3301,125.0,0.653
3301,200.0,0.823
3301,500.0,0.987
3301,2000.0,1.0
3302,2.0,0.204
3302,20.0,0.331
3302,63.0,0.49
3302,125.0,0.715
3302,200.0,0.888
3302,500.0,0.988
3302,2000.0,1.0
3303,2.0,0.186
3303,20.0,0.33
3303,63.0,0.514
3303,125.0,0.746
3303,200.0,0.884
3303,500.0,0.988
3303,2000.0,1.0
3310,2.0,0.11
3310,20.0,0.236
3310,63.0,0.401
3310,125.0,0.578
3310,200.0,0.76
3310,500.0,0.988
3310,2000.0,1.0
3311,2.0,0.121
3311,20.0,0.24
3311,63.0,0.398
3311,125.0,0.578
3311,200.0,0.754
3311,500.0,0.988
3311,2000.0,1.0
3312,2.0,0.245
3312,20.0,0.361
3312,63.0,0.504
3312,125.0,0.716
3312,200.0,0.886
3312,500.0,0.992
3312,2000.0,1.0
3313,2.0,0.227
3313,20.0,0.352
3313,63.0,0.476
3313,125.0,0.658
3313,200.0,0.826
3313,500.0,0.992
3313,2000.0,1.0
3320,2.0,0.079
3320,20.0,0.18
3320,63.0,0.336
3320,125.0,0.508
3320,200.0,0.653
3320,500.0,0.903
3320,2000.0,1.0
3321,2.0,0.079
3321,20.0,0.185
3321,63.0,0.345
3321,125.0,0.517
3321,200.0,0.657
3321,500.0,0.91
3321,2000.0,1.0
3322,2.0,0.134
3322,20.0,0.23
3322,63.0,0.365
3322,125.0,0.53
3322,200.0,0.666
3322,500.0,0.898
3322,2000.0,1.0
3323,2.0,0.103
3323,20.0,0.2
3323,63.0,0.334
3323,125.0,0.507
3323,200.0,0.653
3323,500.0,0.901
3323,2000.0,1.0
3330,2.0,0.042
3330,20.0,0.081
3330,63.0,0.112
3330,125.0,0.173
3330,200.0,0.289
3330,500.0,0.813
3330,2000.0,1.0
3331,2.0,0.035
3331,20.0,0.054
3331,63.0,0.064
3331,125.0,0.103
3331,200.0,0.202
3331,500.0,0.892
3331,2000.0,1.0
3332,2.0,0.025
3332,20.0,0.03
3332,63.0,0.04
3332,125.0,0.046
3332,200.0,0.088
3332,500.0,0.868
3332,2000.0,1.0
3340,2.0,0.015
3340,16.0,0.025
3340,63.0,0.075
3340,125.0,0.095
3340,250.0,0.467
3340,500.0,0.833
3340,1000.0,0.965
3340,2000.0,1.002
3341,,
3350,,
3351,,
3360,2.0,0.151
3360,6.0,0.202
3360,20.0,0.369
3360,60.0,0.974
3360,200.0,0.991
3360,600.0,0.999
3360,2000.0,1.0
3361,2.0,0.144
3361,6.0,0.195
3361,20.0,0.365
3361,60.0,0.974
3361,200.0,0.99
3361,600.0,0.999
3361,2000.0,1.0
3370,,
3371,,
3380,2.0,0.123
3380,60.0,0.945
3380,200.0,1.0
3381,2.0,0.139
3381,60.0,0.849
3381,200.0,1.0
3390,2.0,0.146
3390,60.0,0.945
3390,200.0,1.0
3391,2.0,0.173
3391,60.0,0.941
3391,200.0,1.0
3392,2.0,0.236
3392,60.0,0.958
3392,200.0,1.0
3393,2.0,0.26
3393,60.0,0.958
3393,200.0,1.0
3395,2.0,0.181
3395,60.0,0.972
3395,200.0,1.0
4000,2.0,0.015
4000,10.0,0.028
4000,20.0,0.03
4000,50.0,0.078
4000,100.0,0.128
4000,200.0,0.734
4000,500.0,0.991
4000,1000.0,0.999
4000,2000.0,1.0
4001,2.0,0.013
4001,10.0,0.013
4001,20.0,0.015
4001,50.0,0.041
4001,100.0,0.125
4001,200.0,0.759
4001,500.0,0.994
4001,1000.0,0.999
4001,2000.0,1.0
4010,2.0,0.06
4010,10.0,0.083
4010,20.0,0.098
4010,50.0,0.245
4010,100.0,0.488
4010,200.0,0.873
4010,500.0,0.996
4010,1000.0,0.999
4010,2000.0,1.0
4011,2.0,0.065
4011,10.0,0.08
4011,20.0,0.105
4011,50.0,0.238
4011,100.0,0.424
4011,200.0,0.885
4011,500.0,0.997
4011,1000.0,0.999
4011,2000.0,1.0
4020,2.0,0.035
4020,10.0,0.045
4020,20.0,0.045
4020,50.0,0.148
4020,100.0,0.366
4020,200.0,0.812
4020,500.0,0.991
4020,1000.0,0.997
4020,2000.0,1.0
4021,2.0,0.025
4021,10.0,0.04
4021,20.0,0.04
4021,50.0,0.126
4021,100.0,0.346
4021,200.0,0.819
4021,500.0,0.993
4021,1000.0,0.999
4021,2000.0,1.0
4030,2.0,0.125
4030,10.0,0.21
4030,20.0,0.36
4030,50.0,0.81
4030,100.0,0.922
4030,200.0,0.959
4030,500.0,0.989
4030,1000.0,0.995
4030,2000.0,1.0
4031,2.0,0.113
4031,10.0,0.21
4031,20.0,0.355
4031,50.0,0.317
4031,100.0,0.921
4031,200.0,0.953
4031,500.0,0.992
4031,1000.0,0.997
4031,2000.0,1.0
4032,2.0,0.13
4032,10.0,0.24
4032,20.0,0.4
4032,50.0,0.818
4032,100.0,0.947
4032,200.0,0.967
4032,500.0,0.984
4032,1000.0,0.999
4032,2000.0,1.0
4033,2.0,0.24
4033,10.0,0.345
4033,20.0,0.5
4033,50.0,0.92
4033,100.0,0.969
4033,200.0,0.978
4033,500.0,0.986
4033,1000.0,0.997
4033,2000.0,1.0
4040,2.0,0.1
4040,10.0,0.175
4040,20.0,0.31
4040,50.0,0.75
4040,100.0,0.887
4040,200.0,0.98
4040,500.0,0.997
4040,1000.0,0.99
4040,2000.0,1.0
4041,2.0,0.115
4041,10.0,0.183
4041,20.0,0.318
4041,50.0,0.762
4041,100.0,0.901
4041,200.0,0.985
4041,500.0,0.998
4041,1000.0,0.999
4041,2000.0,1.0
4042,2.0,0.115
4042,10.0,0.215
4042,20.0,0.358
4042,50.0,0.775
4042,100.0,0.935
4042,200.0,0.986
4042,500.0,0.996
4042,1000.0,0.999
4042,2000.0,1.0
4043,2.0,0.17
4043,10.0,0.24
4043,20.0,0.37
4043,50.0,0.756
4043,100.0,0.967
4043,200.0,0.993
4043,500.0,0.998
4043,1000.0,1.0
4043,2000.0,1.0
4050,2.0,0.025
4050,10.0,0.045
4050,20.0,0.06
4050,50.0,0.161
4050,100.0,0.343
4050,200.0,0.767
4050,500.0,0.989
4050,1000.0,0.997
4050,2000.0,1.0
4051,2.0,0.028
4051,10.0,0.033
4051,20.0,0.035
4051,50.0,0.092
4051,100.0,0.258
4051,200.0,0.742
4051,500.0,0.993
4051,1000.0,0.999
4051,2000.0,1.001
4052,2.0,0.02
4052,10.0,0.025
4052,20.0,0.023
4052,50.0,0.105
4052,100.0,0.32
4052,200.0,0.779
4052,500.0,0.988
4052,1000.0,0.999
4052,2000.0,1.0
4060,2.0,0.033
4060,10.0,0.035
4060,20.0,0.04
4060,50.0,0.121
4060,100.0,0.293
4060,200.0,0.749
4060,500.0,0.992
4060,1000.0,0.999
4060,2000.0,1.0
4061,2.0,0.035
4061,10.0,0.035
4061,20.0,0.035
4061,50.0,0.045
4061,100.0,0.255
4061,200.0,0.82
4061,500.0,0.997
4061,1000.0,1.0
4061,2000.0,1.0
4062,2.0,0.055
4062,10.0,0.065
4062,20.0,0.08
4062,50.0,0.145
4062,100.0,0.476
4062,200.0,0.894
4062,500.0,0.998
4062,1000.0,1.0
4062,2000.0,1.0
4070,2.0,0.105
4070,10.0,0.16
4070,20.0,0.26
4070,50.0,0.652
4070,100.0,0.892
4070,200.0,0.971
4070,500.0,0.995
4070,1000.0,0.999
4070,2000.0,1.0
4071,2.0,0.098
4071,10.0,0.225
4071,20.0,0.348
4071,50.0,0.725
4071,100.0,0.947
4071,200.0,0.988
4071,500.0,0.998
4071,1000.0,0.999
4071,2000.0,1.0
4080,2.0,0.15
4080,10.0,0.253
4080,20.0,0.413
4080,50.0,0.866
4080,100.0,0.959
4080,200.0,0.969
4080,500.0,0.986
4080,1000.0,0.996
4080,2000.0,1.0
4081,2.0,0.17
4081,10.0,0.27
4081,20.0,0.425
4081,50.0,0.917
4081,100.0,0.99
4081,200.0,0.994
4081,500.0,0.997
4081,1000.0,0.999
4081,2000.0,1.0
4082,2.0,0.155
4082,10.0,0.278
4082,20.0,0.42
4082,50.0,0.923
4082,100.0,0.988
4082,200.0,0.993
4082,500.0,0.997
4082,1000.0,0.998
4082,2000.0,1.0
4090,2.0,0.113
4090,10.0,0.213
4090,20.0,0.37
4090,50.0,0.88
4090,100.0,0.988
4090,200.0,0.993
4090,500.0,0.997
4090,1000.0,0.99
4090,2000.0,1.0
4091,2.0,0.133
4091,10.0,0.26
4091,20.0,0.42
4091,50.0,0.91
4091,100.0,0.993
4091,200.0,0.996
4091,500.0,0.998
4091,1000.0,0.999
4091,2000.0,1.0
4092,2.0,0.163
4092,10.0,0.27
4092,20.0,0.435
4092,50.0,0.903
4092,100.0,0.988
4092,200.0,0.995
4092,500.0,0.998
4092,1000.0,0.999
4092,2000.0,1.0
4100,2.0,0.11
4100,10.0,0.215
4100,20.0,0.255
4100,50.0,0.469
4100,100.0,0.83
4100,200.0,0.977
4100,500.0,0.998
4100,1000.0,0.999
4100,2000.0,1.0
4101,2.0,0.163
4101,10.0,0.263
4101,20.0,0.315
4101,50.0,0.584
4101,100.0,0.945
4101,200.0,0.991
4101,500.0,0.99
4101,1000.0,0.99
4101,2000.0,1.0
4102,2.0,0.183
4102,10.0,0.278
4102,20.0,0.333
4102,50.0,0.6
4102,100.0,0.957
4102,200.0,0.997
4102,500.0,1.0
4102,1000.0,1.0
4102,2000.0,1.0
4110,2.0,0.11
4110,10.0,0.183
4110,20.0,0.238
4110,50.0,0.454
4110,100.0,0.853
4110,200.0,0.983
4110,500.0,0.999
4110,1000.0,1.0
4110,2000.0,1.0
4111,2.0,0.12
4111,10.0,0.225
4111,20.0,0.26
4111,50.0,0.48
4111,100.0,0.85
4111,200.0,0.979
4111,500.0,0.998
4111,1000.0,1.0
4111,2000.0,1.0
4112,2.0,0.158
4112,10.0,0.213
4112,20.0,0.243
4112,50.0,0.446
4112,100.0,0.945
4112,200.0,0.998
4112,500.0,1.0
4112,1000.0,1.0
4112,2000.0,1.0
4120,2.0,0.508
4120,10.0,0.669
4120,20.0,0.788
4120,50.0,0.858
4120,100.0,0.96
4120,200.0,0.991
4120,500.0,0.995
4120,1000.0,0.998
4120,2000.0,1.0
4121,2.0,0.532
4121,10.0,0.756
4121,20.0,0.876
4121,50.0,0.914
4121,100.0,0.948
4121,200.0,0.967
4121,500.0,0.978
4121,1000.0,0.986
4121,2000.0,1.0
4130,2.0,0.054
4130,10.0,0.073
4130,20.0,0.094
4130,50.0,0.182
4130,100.0,0.301
4130,200.0,0.622
4130,500.0,0.968
4130,1000.0,0.989
4130,2000.0,1.0
4131,2.0,0.043
4131,10.0,0.044
4131,20.0,0.048
4131,50.0,0.061
4131,100.0,0.219
4131,200.0,0.672
4131,500.0,0.976
4131,1000.0,0.995
4131,2000.0,1.0
4132,2.0,0.068
4132,10.0,0.071
4132,20.0,0.076
4132,50.0,0.106
4132,100.0,0.483
4132,200.0,0.862
4132,500.0,0.971
4132,1000.0,0.995
4132,2000.0,1.0
4140,2.0,0.035
4140,10.0,0.048
4140,20.0,0.06
4140,50.0,0.124
4140,100.0,0.242
4140,200.0,0.7
4140,500.0,0.983
4140,1000.0,0.998
4140,2000.0,1.0
4141,2.0,0.033
4141,10.0,0.043
4141,20.0,0.055
4141,50.0,0.082
4141,100.0,0.205
4141,200.0,0.725
4141,500.0,0.985
4141,1000.0,0.997
4141,2000.0,1.0
4142,2.0,0.018
4142,10.0,0.022
4142,20.0,0.033
4142,50.0,0.042
4142,100.0,0.192
4142,200.0,0.709
4142,500.0,0.955
4142,1000.0,0.99
4142,2000.0,1.0
4150,2.0,0.035
4150,10.0,0.048
4150,20.0,0.055
4150,50.0,0.123
4150,100.0,0.202
4150,200.0,0.489
4150,500.0,0.948
4150,1000.0,0.99
4150,2000.0,1.0
4151,2.0,0.035
4151,10.0,0.04
4151,20.0,0.048
4151,50.0,0.07
4151,100.0,0.193
4151,200.0,0.592
4151,500.0,0.92
4151,1000.0,0.97
4151,2000.0,1.0
4152,2.0,0.035
4152,10.0,0.035
4152,20.0,0.04
4152,50.0,0.063
4152,100.0,0.277
4152,200.0,0.74
4152,500.0,0.954
4152,1000.0,0.983
4152,2000.0,1.0
4160,2.0,0.112
4160,10.0,0.149
4160,20.0,0.197
4160,50.0,0.337
4160,100.0,0.562
4160,200.0,0.869
4160,500.0,0.985
4160,1000.0,0.994
4160,2000.0,1.0
4161,2.0,0.117
4161,10.0,0.149
4161,20.0,0.2
4161,50.0,0.352
4161,100.0,0.547
4161,200.0,0.872
4161,500.0,0.986
4161,1000.0,0.998
4161,2000.0,1.0
4162,2.0,0.194
4162,10.0,0.234
4162,20.0,0.272
4162,50.0,0.351
4162,100.0,0.522
4162,200.0,0.912
4162,500.0,0.993
4162,1000.0,0.997
4162,2000.0,1.0
4170,2.0,0.11
4170,10.0,0.142
4170,20.0,0.192
4170,50.0,0.323
4170,100.0,0.552
4170,200.0,0.87
4170,500.0,0.988
4170,1000.0,0.997
4170,2000.0,1.0
4171,2.0,0.117
4171,10.0,0.158
4171,20.0,0.208
4171,50.0,0.349
4171,100.0,0.57
4171,200.0,0.873
4171,500.0,0.984
4171,1000.0,0.997
4171,2000.0,1.0
4172,2.0,0.194
4172,10.0,0.235
4172,20.0,0.272
4172,50.0,0.351
4172,100.0,0.522
4172,200.0,0.912
4172,500.0,0.993
4172,1000.0,0.997
4172,2000.0,1.0
4180,2.0,0.112
4180,10.0,0.173
4180,20.0,0.284
4180,50.0,0.679
4180,100.0,0.869
4180,200.0,0.933
4180,500.0,0.989
4180,1000.0,0.998
4180,2000.0,1.0
4181,2.0,0.139
4181,10.0,0.202
4181,20.0,0.311
4181,50.0,0.722
4181,100.0,0.908
4181,200.0,0.957
4181,500.0,0.995
4181,1000.0,0.999
4181,2000.0,1.0
4182,2.0,0.136
4182,10.0,0.204
4182,20.0,0.324
4182,50.0,0.735
4182,100.0,0.927
4182,200.0,0.96
4182,500.0,0.989
4182,1000.0,0.998
4182,2000.0,1.0
4183,2.0,0.212
4183,10.0,0.257
4183,20.0,0.357
4183,50.0,0.712
4183,100.0,0.933
4183,200.0,0.975
4183,500.0,0.999
4183,1000.0,1.0
4183,2000.0,1.0
4190,2.0,0.43
4190,50.0,0.76
4190,250.0,1.0
4191,2.0,0.43
4191,50.0,0.76
4191,250.0,1.0
4192,2.0,0.43
4192,50.0,0.76
4192,250.0,1.0
4193,2.0,0.43
4193,50.0,0.76
4193,250.0,1.0
4194,2.0,0.43
4194,50.0,0.76
4194,250.0,1.0
4195,2.0,0.43
4195,50.0,0.76
4195,250.0,1.0
4200,2.0,0.43
4200,50.0,0.76
4200,250.0,1.0
4201,2.0,0.43
4201,50.0,0.76
4201,250.0,1.0
4202,2.0,0.43
4202,50.0,0.76
4202,250.0,1.0
4203,2.0,0.43
4203,50.0,0.76
4203,250.0,1.0
4204,2.0,0.43
4204,50.0,0.76
4204,250.0,1.0
4210,2.0,0.43
4210,50.0,0.76
4210,250.0,1.0
4211,2.0,0.43
4211,50.0,0.76
4211,250.0,1.0
4212,2.0,0.43
4212,50.0,0.76
4212,250.0,1.0
4213,2.0,0.43
4213,50.0,0.76
4213,250.0,1.0
4220,2.0,0.18
4220,50.0,0.34
4220,250.0,1.0
4221,2.0,0.18
4221,50.0,0.34
4221,250.0,1.0
4222,2.0,0.18
4222,50.0,0.34
4222,250.0,1.0
4223,2.0,0.18
4223,50.0,0.34
4223,250.0,1.0
4224,2.0,0.18
4224,50.0,0.34
4224,250.0,1.0
4230,2.0,0.18
4230,50.0,0.34
4230,250.0,1.0
4231,2.0,0.18
4231,50.0,0.34
4231,250.0,1.0
4232,2.0,0.18
4232,50.0,0.34
4232,250.0,1.0
4233,2.0,0.18
4233,50.0,0.34
4233,250.0,1.0
4234,2.0,0.18
4234,50.0,0.34
4234,250.0,1.0
4241,2.0,0.028
4241,16.0,0.039
4241,50.0,0.075
4241,75.0,0.111
4241,105.0,0.226
4241,150.0,0.446
4241,210.0,0.699
4241,2000.0,1.0
4242,2.0,0.024
4242,16.0,0.03
4242,50.0,0.075
4242,75.0,0.133
4242,105.0,0.28
4242,150.0,0.59
4242,210.0,0.815
4242,2000.0,1.0
4243,2.0,0.024
4243,16.0,0.028
4243,50.0,0.06
4243,75.0,0.115
4243,105.0,0.257
4243,150.0,0.465
4243,210.0,0.702
4243,2000.0,1.0
4251,2.0,0.029
4251,16.0,0.066
4251,50.0,0.157
4251,75.0,0.225
4251,105.0,0.359
4251,150.0,0.565
4251,210.0,0.763
4251,2000.0,1.0
4252,2.0,0.026
4252,16.0,0.04
4252,50.0,0.062
4252,75.0,0.111
4252,105.0,0.26
4252,150.0,0.581
4252,210.0,0.817
4252,2000.0,1.0
4253,2.0,0.023
4253,16.0,0.034
4253,50.0,0.081
4253,75.0,0.164
4253,105.0,0.342
4253,150.0,0.574
4253,210.0,0.787
4253,2000.0,1.0
4261,2.0,0.029
4261,16.0,0.048
4261,50.0,0.067
4261,75.0,0.083
4261,105.0,0.165
4261,150.0,0.39
4261,210.0,0.686
4261,2000.0,1.0
4262,2.0,0.023
4262,16.0,0.03
4262,50.0,0.041
4262,75.0,0.071
4262,105.0,0.164
4262,150.0,0.437
4262,210.0,0.723
4262,2000.0,1.0
4263,2.0,0.026
4263,16.0,0.029
4263,50.0,0.05
4263,75.0,0.091
4263,105.0,0.229
4263,150.0,0.481
4263,210.0,0.753
4263,2000.0,1.0
4271,2.0,0.026
4271,16.0,0.034
4271,50.0,0.046
4271,75.0,0.068
4271,105.0,0.189
4271,150.0,0.465
4271,210.0,0.74
4271,2000.0,1.0
4272,2.0,0.018
4272,16.0,0.028
4272,50.0,0.079
4272,75.0,0.132
4272,105.0,0.271
4272,150.0,0.513
4272,210.0,0.778
4272,2000.0,1.0
4273,2.0,0.015
4273,16.0,0.027
4273,50.0,0.059
4273,75.0,0.138
4273,105.0,0.323
4273,150.0,0.609
4273,210.0,0.824
4273,2000.0,1.0
4281,2.0,0.018
4281,16.0,0.039
4281,50.0,0.057
4281,75.0,0.08
4281,105.0,0.169
4281,150.0,0.426
4281,210.0,0.691
4281,2000.0,1.0
4282,2.0,0.027
4282,16.0,0.036
4282,50.0,0.074
4282,75.0,0.134
4282,105.0,0.288
4282,150.0,0.565
4282,210.0,0.798
4282,2000.0,1.0
4283,2.0,0.192
4283,16.0,0.3
4283,50.0,0.475
4283,75.0,0.495
4283,105.0,0.519
4283,150.0,0.565
4283,210.0,0.633
4283,2000.0,1.0
4284,2.0,0.374
4284,16.0,0.577
4284,50.0,0.869
4284,75.0,0.885
4284,105.0,0.892
4284,150.0,0.905
4284,210.0,0.923
4284,2000.0,1.0
4291,2.0,0.339
4291,16.0,0.397
4291,50.0,0.438
4291,75.0,0.465
4291,105.0,0.591
4291,150.0,0.85
4291,210.0,0.942
4291,2000.0,1.0
4310,50.0,0.075
4310,63.0,0.095
4310,125.0,0.32
4310,150.0,0.428
4310,180.0,0.582
4310,250.0,0.794
4310,500.0,0.971
4310,1000.0,0.995
4310,2000.0,1.0
4311,50.0,0.031
4311,63.0,0.043
4311,125.0,0.268
4311,150.0,0.37
4311,180.0,0.545
4311,250.0,0.798
4311,500.0,0.985
4311,1000.0,1.0
4340,50.0,0.052
4340,63.0,0.065
4340,125.0,0.333
4340,150.0,0.453
4340,180.0,0.615
4340,250.0,0.847
4340,500.0,0.992
4340,1000.0,1.0
4341,50.0,0.038
4341,63.0,0.052
4341,125.0,0.304
4341,150.0,0.421
4341,180.0,0.663
4341,250.0,0.816
4341,500.0,0.99
4341,1000.0,1.0
4390,,
4391,,
4410,,
4411,,
4412,,
4440,60.0,0.043
4440,100.0,0.05
4440,150.0,0.11
4440,200.0,0.24
4440,250.0,0.53
4440,300.0,0.775
4440,400.0,0.94
4440,500.0,0.975
4441,50.0,0.008
4441,75.0,0.02
4441,150.0,0.1
4441,175.0,0.2
4441,200.0,0.3
4441,255.0,0.7
4441,500.0,0.96
4441,1000.0,0.98
4442,80.0,0.011
4442,160.0,0.12
4442,250.0,0.38
4442,300.0,0.543
4442,600.0,0.956
4442,1000.0,0.99
4443,144.0,0.005
4443,219.0,0.12
4443,300.0,0.536
4443,490.0,0.943
4444,80.0,0.028
4444,160.0,0.136
4444,240.0,0.293
4444,315.0,0.508
4444,380.0,0.678
4444,440.0,0.79
4444,630.0,0.951
4445,94.0,0.06
4445,120.0,0.15
4445,200.0,0.37
4445,280.0,0.66
4445,500.0,0.99
4450,2.0,0.27
4450,20.0,0.732
4450,50.0,0.888
4450,100.0,0.949
4450,200.0,0.983
4460,2.0,0.256
4460,20.0,0.343
4460,50.0,0.391
4460,200.0,0.808
4460,2000.0,1.0
4470,2.0,0.12
4470,5.0,0.23
4470,20.0,0.32
4470,50.0,0.36
4470,200.0,0.47
4470,1000.0,1.0
4480,2.0,0.02
4480,50.0,0.076
4480,200.0,0.766
4480,2000.0,1.0
4490,2.0,0.015
4490,20.0,0.025
4490,50.0,0.045
4490,200.0,0.77
4490,2000.0,1.0
4500,2.0,0.1
4500,20.0,0.165
4500,50.0,0.23
4500,200.0,0.81
4500,2000.0,1.0
4510,2.0,0.107
4510,4.0,0.12
4510,8.0,0.138
4510,16.0,0.186
4510,32.0,0.401
4510,63.0,0.832
4510,125.0,0.874
4510,250.0,0.938
4510,500.0,0.987
4510,1000.0,0.998
4510,2000.0,1.0
4511,2.0,0.107
4511,4.0,0.12
4511,8.0,0.138
4511,16.0,0.186
4511,32.0,0.401
4511,63.0,0.832
4511,125.0,0.874
4511,250.0,0.938
4511,500.0,0.987
