code,P2,P50,P100,P250,P500,P1000,P2000,rho,suction,theta
1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,6.0,0.1722
1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,9.0,0.1387
1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,18.0,0.1161
1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,40.5,0.0984
1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,81.0,0.0896
1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,163.0,0.0849
1140,0.02,0.08,0.15066666666666667,0.58,0.858,0.98,1.007,1.56,0.0,0.3851
1140,0.02,0.08,0.15066666666666667,0.58,0.858,0.98,1.007,1.56,0.4,0.3712
1140,0.02,0.08,0.15066666666666667,0.58,0.858,0.98,1.007,1.56,1.0,0.3694
1140,0.02,0.08,0.15066666666666667,0.58,0.858,0.98,1.007,1.56,2.0,0.3641
1140,0.02,0.08,0.15066666666666667,0.58,0.858,0.98,1.007,1.56,3.0,0.3269
1140,0.02,0.08,0.15066666666666667,0.58,0.858,0.98,1.007,1.56,4.0,0.2352
1140,0.02,0.08,0.15066666666666667,0.58,0.858,0.98,1.007,1.56,5.0,0.1815
1140,0.02,0.08,0.15066666666666667,0.58,0.858,0.98,1.007,1.56,6.0,0.1446
1140,0.02,0.08,0.15066666666666667,0.58,0.858,0.98,1.007,1.56,10.0,0.1019
1140,0.02,0.08,0.15066666666666667,0.58,0.858,0.98,1.007,1.56,14.0,0.0894
1140,0.02,0.08,0.15066666666666667,0.58,0.858,0.98,1.007,1.56,18.0,0.0823
1140,0.02,0.08,0.15066666666666667,0.58,0.858,0.98,1.007,1.56,24.0,0.0774
1140,0.02,0.08,0.15066666666666667,0.58,0.858,0.98,1.007,1.56,32.0,0.0709
1140,0.02,0.08,0.15066666666666667,0.58,0.858,0.98,1.007,1.56,40.0,0.0681
1141,0.02,0.1,0.17266666666666666,0.6,0.864,0.979,1.0,1.7,0.0,0.3004
1141,0.02,0.1,0.17266666666666666,0.6,0.864,0.979,1.0,1.7,0.4,0.2823
1141,0.02,0.1,0.17266666666666666,0.6,0.864,0.979,1.0,1.7,1.0,0.2817
1141,0.02,0.1,0.17266666666666666,0.6,0.864,0.979,1.0,1.7,2.0,0.2811
1141,0.02,0.1,0.17266666666666666,0.6,0.864,0.979,1.0,1.7,3.0,0.2732
1141,0.02,0.1,0.17266666666666666,0.6,0.864,0.979,1.0,1.7,4.0,0.2349
1141,0.02,0.1,0.17266666666666666,0.6,0.864,0.979,1.0,1.7,5.0,0.1857
1141,0.02,0.1,0.17266666666666666,0.6,0.864,0.979,1.0,1.7,6.0,0.1557
1141,0.02,0.1,0.17266666666666666,0.6,0.864,0.979,1.0,1.7,10.0,0.1166
1141,0.02,0.1,0.17266666666666666,0.6,0.864,0.979,1.0,1.7,14.0,0.1026
1141,0.02,0.1,0.17266666666666666,0.6,0.864,0.979,1.0,1.7,18.0,0.0822
1141,0.02,0.1,0.17266666666666666,0.6,0.864,0.979,1.0,1.7,24.0,0.0908
1141,0.02,0.1,0.17266666666666666,0.6,0.864,0.979,1.0,1.7,32.0,0.0843
1141,0.02,0.1,0.17266666666666666,0.6,0.864,0.979,1.0,1.7,40.0,0.0807
1142,0.03,0.13,0.20800000000000002,0.615,0.864,0.977,0.999,1.8,0.0,0.2453
1142,0.03,0.13,0.20800000000000002,0.615,0.864,0.977,0.999,1.8,0.4,0.2355
1142,0.03,0.13,0.20800000000000002,0.615,0.864,0.977,0.999,1.8,1.0,0.2314
1142,0.03,0.13,0.20800000000000002,0.615,0.864,0.977,0.999,1.8,2.0,0.2314
1142,0.03,0.13,0.20800000000000002,0.615,0.864,0.977,0.999,1.8,3.0,0.2296
1142,0.03,0.13,0.20800000000000002,0.615,0.864,0.977,0.999,1.8,4.0,0.2157
1142,0.03,0.13,0.20800000000000002,0.615,0.864,0.977,0.999,1.8,5.0,0.1879
1142,0.03,0.13,0.20800000000000002,0.615,0.864,0.977,0.999,1.8,6.0,0.1623
1142,0.03,0.13,0.20800000000000002,0.615,0.864,0.977,0.999,1.8,10.0,0.1299
1142,0.03,0.13,0.20800000000000002,0.615,0.864,0.977,0.999,1.8,14.0,0.1186
1142,0.03,0.13,0.20800000000000002,0.615,0.864,0.977,0.999,1.8,18.0,0.1095
1142,0.03,0.13,0.20800000000000002,0.615,0.864,0.977,0.999,1.8,24.0,0.1037
1142,0.03,0.13,0.20800000000000002,0.615,0.864,0.977,0.999,1.8,32.0,0.098
1142,0.03,0.13,0.20800000000000002,0.615,0.864,0.977,0.999,1.8,40.0,0.0942
1290,0.043,0.09729508196721312,0.12896231285493032,0.1977284460505937,0.312338668043366,0.5415591120289107,1.0,1.3,0.0,0.41
1290,0.043,0.09729508196721312,0.12896231285493032,0.1977284460505937,0.312338668043366,0.5415591120289107,1.0,1.3,3.5,0.27
1290,0.043,0.09729508196721312,0.12896231285493032,0.1977284460505937,0.312338668043366,0.5415591120289107,1.0,1.3,4.0,0.25
1290,0.043,0.09729508196721312,0.12896231285493032,0.1977284460505937,0.312338668043366,0.5415591120289107,1.0,1.3,5.2,0.185
1290,0.043,0.09729508196721312,0.12896231285493032,0.1977284460505937,0.312338668043366,0.5415591120289107,1.0,1.3,6.1,0.15
1290,0.043,0.09729508196721312,0.12896231285493032,0.1977284460505937,0.312338668043366,0.5415591120289107,1.0,1.3,6.3,0.16
1290,0.043,0.09729508196721312,0.12896231285493032,0.1977284460505937,0.312338668043366,0.5415591120289107,1.0,1.3,7.8,0.14
1290,0.043,0.09729508196721312,0.12896231285493032,0.1977284460505937,0.312338668043366,0.5415591120289107,1.0,1.3,12.0,0.13
1290,0.043,0.09729508196721312,0.12896231285493032,0.1977284460505937,0.312338668043366,0.5415591120289107,1.0,1.3,100.0,0.1
1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,5.6,0.048
1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,5.2,0.058
1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,4.7,0.073
1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,4.2,0.082
1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,4.1,0.093
1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,4.0,0.106
1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,3.8,0.112
1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,3.5,0.122
1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,2.8,0.144
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,0.6,0.3567
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,1.0,0.3534
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,1.1,0.3504
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,1.6,0.3492
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,1.9,0.346
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,2.0,0.3362
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,2.1,0.3099
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,2.2,0.284
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,2.4,0.2218
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,2.5,0.2064
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,2.7,0.1622
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,2.8,0.1386
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,3.0,0.1131
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,3.2,0.0999
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,3.4,0.0856
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,3.8,0.0739
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,4.4,0.0607
1410,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.41,4.7,0.0541
1460,0.012,0.021395348837209303,0.026,0.1343488372093023,0.511093023255814,0.7861313868613138,1.0,1.85,2.0,0.256
1460,0.012,0.021395348837209303,0.026,0.1343488372093023,0.511093023255814,0.7861313868613138,1.0,1.85,4.0,0.15
1460,0.012,0.021395348837209303,0.026,0.1343488372093023,0.511093023255814,0.7861313868613138,1.0,1.85,6.0,0.092
1460,0.012,0.021395348837209303,0.026,0.1343488372093023,0.511093023255814,0.7861313868613138,1.0,1.85,8.0,0.075
1460,0.012,0.021395348837209303,0.026,0.1343488372093023,0.511093023255814,0.7861313868613138,1.0,1.85,15.0,0.054
1460,0.012,0.021395348837209303,0.026,0.1343488372093023,0.511093023255814,0.7861313868613138,1.0,1.85,30.0,0.038
1460,0.012,0.021395348837209303,0.026,0.1343488372093023,0.511093023255814,0.7861313868613138,1.0,1.85,100.0,0.022
1460,0.012,0.021395348837209303,0.026,0.1343488372093023,0.511093023255814,0.7861313868613138,1.0,1.85,500.0,0.012
1461,0.003,0.009395348837209303,0.014,0.12639534883720926,0.5083720930232558,0.7861313868613138,1.0,1.65,2.0,0.16
1461,0.003,0.009395348837209303,0.014,0.12639534883720926,0.5083720930232558,0.7861313868613138,1.0,1.65,4.0,0.056
1461,0.003,0.009395348837209303,0.014,0.12639534883720926,0.5083720930232558,0.7861313868613138,1.0,1.65,6.0,0.041
1461,0.003,0.009395348837209303,0.014,0.12639534883720926,0.5083720930232558,0.7861313868613138,1.0,1.65,8.0,0.034
1461,0.003,0.009395348837209303,0.014,0.12639534883720926,0.5083720930232558,0.7861313868613138,1.0,1.65,10.0,0.031
1461,0.003,0.009395348837209303,0.014,0.12639534883720926,0.5083720930232558,0.7861313868613138,1.0,1.65,15.0,0.027
1461,0.003,0.009395348837209303,0.014,0.12639534883720926,0.5083720930232558,0.7861313868613138,1.0,1.65,30.0,0.023
1461,0.003,0.009395348837209303,0.014,0.12639534883720926,0.5083720930232558,0.7861313868613138,1.0,1.65,100.0,0.019
1461,0.003,0.009395348837209303,0.014,0.12639534883720926,0.5083720930232558,0.7861313868613138,1.0,1.65,500.0,0.013
1462,0.016,0.03388372093023256,0.045,0.2956976744186046,0.7491860465116279,0.9890510948905109,1.0,1.5,2.0,0.276
1462,0.016,0.03388372093023256,0.045,0.2956976744186046,0.7491860465116279,0.9890510948905109,1.0,1.5,4.0,0.105
1462,0.016,0.03388372093023256,0.045,0.2956976744186046,0.7491860465116279,0.9890510948905109,1.0,1.5,6.0,0.065
1462,0.016,0.03388372093023256,0.045,0.2956976744186046,0.7491860465116279,0.9890510948905109,1.0,1.5,8.0,0.05
1462,0.016,0.03388372093023256,0.045,0.2956976744186046,0.7491860465116279,0.9890510948905109,1.0,1.5,10.0,0.043
1462,0.016,0.03388372093023256,0.045,0.2956976744186046,0.7491860465116279,0.9890510948905109,1.0,1.5,15.0,0.033
1462,0.016,0.03388372093023256,0.045,0.2956976744186046,0.7491860465116279,0.9890510948905109,1.0,1.5,30.0,0.025
1462,0.016,0.03388372093023256,0.045,0.2956976744186046,0.7491860465116279,0.9890510948905109,1.0,1.5,100.0,0.016
1462,0.016,0.03388372093023256,0.045,0.2956976744186046,0.7491860465116279,0.9890510948905109,1.0,1.5,500.0,0.012
1463,0.011,0.027674418604651165,0.062,0.26727906976744187,0.7486744186046512,0.9992700729927008,1.0,1.58,2.0,0.382
1463,0.011,0.027674418604651165,0.062,0.26727906976744187,0.7486744186046512,0.9992700729927008,1.0,1.58,4.0,0.186
1463,0.011,0.027674418604651165,0.062,0.26727906976744187,0.7486744186046512,0.9992700729927008,1.0,1.58,6.0,0.083
1463,0.011,0.027674418604651165,0.062,0.26727906976744187,0.7486744186046512,0.9992700729927008,1.0,1.58,8.0,0.065
1463,0.011,0.027674418604651165,0.062,0.26727906976744187,0.7486744186046512,0.9992700729927008,1.0,1.58,10.0,0.058
1463,0.011,0.027674418604651165,0.062,0.26727906976744187,0.7486744186046512,0.9992700729927008,1.0,1.58,15.0,0.05
1463,0.011,0.027674418604651165,0.062,0.26727906976744187,0.7486744186046512,0.9992700729927008,1.0,1.58,30.0,0.041
1463,0.011,0.027674418604651165,0.062,0.26727906976744187,0.7486744186046512,0.9992700729927008,1.0,1.58,100.0,0.03
1463,0.011,0.027674418604651165,0.062,0.26727906976744187,0.7486744186046512,0.9992700729927008,1.0,1.58,500.0,0.021
1464,0.026,0.06867441860465116,0.095,0.5471860465116278,0.8431162790697675,0.9978102189781022,1.0,1.67,2.0,0.35
1464,0.026,0.06867441860465116,0.095,0.5471860465116278,0.8431162790697675,0.9978102189781022,1.0,1.67,4.0,0.267
1464,0.026,0.06867441860465116,0.095,0.5471860465116278,0.8431162790697675,0.9978102189781022,1.0,1.67,6.0,0.114
1464,0.026,0.06867441860465116,0.095,0.5471860465116278,0.8431162790697675,0.9978102189781022,1.0,1.67,8.0,0.091
1464,0.026,0.06867441860465116,0.095,0.5471860465116278,0.8431162790697675,0.9978102189781022,1.0,1.67,10.0,0.081
1464,0.026,0.06867441860465116,0.095,0.5471860465116278,0.8431162790697675,0.9978102189781022,1.0,1.67,15.0,0.069
1464,0.026,0.06867441860465116,0.095,0.5471860465116278,0.8431162790697675,0.9978102189781022,1.0,1.67,30.0,0.055
1464,0.026,0.06867441860465116,0.095,0.5471860465116278,0.8431162790697675,0.9978102189781022,1.0,1.67,100.0,0.037
1464,0.026,0.06867441860465116,0.095,0.5471860465116278,0.8431162790697675,0.9978102189781022,1.0,1.67,500.0,0.021
1465,0.032,0.16888372093023257,0.474,0.8852558139534884,0.9515348837209302,0.9897810218978103,1.0,1.62,2.0,0.298
1465,0.032,0.16888372093023257,0.474,0.8852558139534884,0.9515348837209302,0.9897810218978103,1.0,1.62,4.0,0.254
1465,0.032,0.16888372093023257,0.474,0.8852558139534884,0.9515348837209302,0.9897810218978103,1.0,1.62,6.0,0.221
1465,0.032,0.16888372093023257,0.474,0.8852558139534884,0.9515348837209302,0.9897810218978103,1.0,1.62,8.0,0.195
1465,0.032,0.16888372093023257,0.474,0.8852558139534884,0.9515348837209302,0.9897810218978103,1.0,1.62,10.0,0.172
1465,0.032,0.16888372093023257,0.474,0.8852558139534884,0.9515348837209302,0.9897810218978103,1.0,1.62,15.0,0.132
1465,0.032,0.16888372093023257,0.474,0.8852558139534884,0.9515348837209302,0.9897810218978103,1.0,1.62,30.0,0.089
1465,0.032,0.16888372093023257,0.474,0.8852558139534884,0.9515348837209302,0.9897810218978103,1.0,1.62,100.0,0.056
1465,0.032,0.16888372093023257,0.474,0.8852558139534884,0.9515348837209302,0.9897810218978103,1.0,1.62,500.0,0.032
1466,0.014,0.08118604651162792,0.509,0.976139534883721,0.9918372093023256,1.0,1.0,1.54,2.0,0.386
1466,0.014,0.08118604651162792,0.509,0.976139534883721,0.9918372093023256,1.0,1.0,1.54,4.0,0.369
1466,0.014,0.08118604651162792,0.509,0.976139534883721,0.9918372093023256,1.0,1.0,1.54,6.0,0.295
1466,0.014,0.08118604651162792,0.509,0.976139534883721,0.9918372093023256,1.0,1.0,1.54,8.0,0.166
1466,0.014,0.08118604651162792,0.509,0.976139534883721,0.9918372093023256,1.0,1.0,1.54,10.0,0.107
1466,0.014,0.08118604651162792,0.509,0.976139534883721,0.9918372093023256,1.0,1.0,1.54,15.0,0.059
1466,0.014,0.08118604651162792,0.509,0.976139534883721,0.9918372093023256,1.0,1.0,1.54,30.0,0.043
1466,0.014,0.08118604651162792,0.509,0.976139534883721,0.9918372093023256,1.0,1.0,1.54,100.0,0.033
1466,0.014,0.08118604651162792,0.509,0.976139534883721,0.9918372093023256,1.0,1.0,1.54,500.0,0.024
1467,0.05,0.11202325581395349,0.127,0.34395348837209305,0.6637209302325582,0.875912408759124,1.0,1.81,2.0,0.26
1467,0.05,0.11202325581395349,0.127,0.34395348837209305,0.6637209302325582,0.875912408759124,1.0,1.81,4.0,0.221
1467,0.05,0.11202325581395349,0.127,0.34395348837209305,0.6637209302325582,0.875912408759124,1.0,1.81,6.0,0.193
1467,0.05,0.11202325581395349,0.127,0.34395348837209305,0.6637209302325582,0.875912408759124,1.0,1.81,8.0,0.176
1467,0.05,0.11202325581395349,0.127,0.34395348837209305,0.6637209302325582,0.875912408759124,1.0,1.81,10.0,0.165
1467,0.05,0.11202325581395349,0.127,0.34395348837209305,0.6637209302325582,0.875912408759124,1.0,1.81,15.0,0.148
1467,0.05,0.11202325581395349,0.127,0.34395348837209305,0.6637209302325582,0.875912408759124,1.0,1.81,30.0,0.119
1467,0.05,0.11202325581395349,0.127,0.34395348837209305,0.6637209302325582,0.875912408759124,1.0,1.81,100.0,0.065
1467,0.05,0.11202325581395349,0.127,0.34395348837209305,0.6637209302325582,0.875912408759124,1.0,1.81,500.0,0.04
2100,0.041,0.076,0.25,0.693,0.951,1.0,1.0,1.7,0.0,0.374
2100,0.041,0.076,0.25,0.693,0.951,1.0,1.0,1.7,1.0,0.321
2100,0.041,0.076,0.25,0.693,0.951,1.0,1.0,1.7,5.0,0.194
2100,0.041,0.076,0.25,0.693,0.951,1.0,1.0,1.7,10.0,0.144
2100,0.041,0.076,0.25,0.693,0.951,1.0,1.0,1.7,31.6,0.072
2120,0.03,0.09,0.11333333333333333,0.18333333333333335,0.30000000000000004,0.5333333333333333,1.0,1.6,0.0,0.379
2120,0.03,0.09,0.11333333333333333,0.18333333333333335,0.30000000000000004,0.5333333333333333,1.0,1.6,0.4,0.356
2120,0.03,0.09,0.11333333333333333,0.18333333333333335,0.30000000000000004,0.5333333333333333,1.0,1.6,1.0,0.353
2120,0.03,0.09,0.11333333333333333,0.18333333333333335,0.30000000000000004,0.5333333333333333,1.0,1.6,2.0,0.337
2120,0.03,0.09,0.11333333333333333,0.18333333333333335,0.30000000000000004,0.5333333333333333,1.0,1.6,3.0,0.203
2120,0.03,0.09,0.11333333333333333,0.18333333333333335,0.30000000000000004,0.5333333333333333,1.0,1.6,4.0,0.139
2120,0.03,0.09,0.11333333333333333,0.18333333333333335,0.30000000000000004,0.5333333333333333,1.0,1.6,5.0,0.114
2120,0.03,0.09,0.11333333333333333,0.18333333333333335,0.30000000000000004,0.5333333333333333,1.0,1.6,6.0,0.103
2120,0.03,0.09,0.11333333333333333,0.18333333333333335,0.30000000000000004,0.5333333333333333,1.0,1.6,10.0,0.083
2120,0.03,0.09,0.11333333333333333,0.18333333333333335,0.30000000000000004,0.5333333333333333,1.0,1.6,14.0,0.074
2120,0.03,0.09,0.11333333333333333,0.18333333333333335,0.30000000000000004,0.5333333333333333,1.0,1.6,18.0,0.07
2120,0.03,0.09,0.11333333333333333,0.18333333333333335,0.30000000000000004,0.5333333333333333,1.0,1.6,24.0,0.067
2120,0.03,0.09,0.11333333333333333,0.18333333333333335,0.30000000000000004,0.5333333333333333,1.0,1.6,32.0,0.064
2120,0.03,0.09,0.11333333333333333,0.18333333333333335,0.30000000000000004,0.5333333333333333,1.0,1.6,40.0,0.062
2121,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.63,0.0,0.365
2121,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.63,0.4,0.335
2121,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.63,1.0,0.329
2121,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.63,2.0,0.306
2121,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.63,3.0,0.213
2121,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.63,4.0,0.139
2121,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.63,5.0,0.113
2121,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.63,6.0,0.103
2121,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.63,10.0,0.087
2121,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.63,14.0,0.078
2121,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.63,18.0,0.074
2121,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.63,24.0,0.071
2121,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.63,32.0,0.069
2121,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.63,40.0,0.067
2122,0.07,0.13,0.1523076923076923,0.21923076923076923,0.3307692307692308,0.5538461538461539,1.0,1.64,0.0,0.369
2122,0.07,0.13,0.1523076923076923,0.21923076923076923,0.3307692307692308,0.5538461538461539,1.0,1.64,0.4,0.342
2122,0.07,0.13,0.1523076923076923,0.21923076923076923,0.3307692307692308,0.5538461538461539,1.0,1.64,1.0,0.339
2122,0.07,0.13,0.1523076923076923,0.21923076923076923,0.3307692307692308,0.5538461538461539,1.0,1.64,2.0,0.303
2122,0.07,0.13,0.1523076923076923,0.21923076923076923,0.3307692307692308,0.5538461538461539,1.0,1.64,3.0,0.223
2122,0.07,0.13,0.1523076923076923,0.21923076923076923,0.3307692307692308,0.5538461538461539,1.0,1.64,4.0,0.172
2122,0.07,0.13,0.1523076923076923,0.21923076923076923,0.3307692307692308,0.5538461538461539,1.0,1.64,5.0,0.139
2122,0.07,0.13,0.1523076923076923,0.21923076923076923,0.3307692307692308,0.5538461538461539,1.0,1.64,6.0,0.132
2122,0.07,0.13,0.1523076923076923,0.21923076923076923,0.3307692307692308,0.5538461538461539,1.0,1.64,10.0,0.117
2122,0.07,0.13,0.1523076923076923,0.21923076923076923,0.3307692307692308,0.5538461538461539,1.0,1.64,14.0,0.109
2122,0.07,0.13,0.1523076923076923,0.21923076923076923,0.3307692307692308,0.5538461538461539,1.0,1.64,18.0,0.102
2122,0.07,0.13,0.1523076923076923,0.21923076923076923,0.3307692307692308,0.5538461538461539,1.0,1.64,24.0,0.095
2122,0.07,0.13,0.1523076923076923,0.21923076923076923,0.3307692307692308,0.5538461538461539,1.0,1.64,32.0,0.092
2122,0.07,0.13,0.1523076923076923,0.21923076923076923,0.3307692307692308,0.5538461538461539,1.0,1.64,40.0,0.09
2123,0.07,0.12,0.14256410256410257,0.21025641025641026,0.32307692307692304,0.5487179487179488,1.0,1.55,0.0,0.406
2123,0.07,0.12,0.14256410256410257,0.21025641025641026,0.32307692307692304,0.5487179487179488,1.0,1.55,0.4,0.376
2123,0.07,0.12,0.14256410256410257,0.21025641025641026,0.32307692307692304,0.5487179487179488,1.0,1.55,1.0,0.372
2123,0.07,0.12,0.14256410256410257,0.21025641025641026,0.32307692307692304,0.5487179487179488,1.0,1.55,2.0,0.285
2123,0.07,0.12,0.14256410256410257,0.21025641025641026,0.32307692307692304,0.5487179487179488,1.0,1.55,3.0,0.171
2123,0.07,0.12,0.14256410256410257,0.21025641025641026,0.32307692307692304,0.5487179487179488,1.0,1.55,4.0,0.133
2123,0.07,0.12,0.14256410256410257,0.21025641025641026,0.32307692307692304,0.5487179487179488,1.0,1.55,5.0,0.117
2123,0.07,0.12,0.14256410256410257,0.21025641025641026,0.32307692307692304,0.5487179487179488,1.0,1.55,6.0,0.109
2123,0.07,0.12,0.14256410256410257,0.21025641025641026,0.32307692307692304,0.5487179487179488,1.0,1.55,10.0,0.091
2123,0.07,0.12,0.14256410256410257,0.21025641025641026,0.32307692307692304,0.5487179487179488,1.0,1.55,14.0,0.085
2123,0.07,0.12,0.14256410256410257,0.21025641025641026,0.32307692307692304,0.5487179487179488,1.0,1.55,18.0,0.082
2123,0.07,0.12,0.14256410256410257,0.21025641025641026,0.32307692307692304,0.5487179487179488,1.0,1.55,24.0,0.079
2123,0.07,0.12,0.14256410256410257,0.21025641025641026,0.32307692307692304,0.5487179487179488,1.0,1.55,32.0,0.077
2123,0.07,0.12,0.14256410256410257,0.21025641025641026,0.32307692307692304,0.5487179487179488,1.0,1.55,40.0,0.075
2124,0.05,0.1,0.12307692307692308,0.19230769230769232,0.3076923076923077,0.5384615384615384,1.0,1.55,0.0,0.396
2124,0.05,0.1,0.12307692307692308,0.19230769230769232,0.3076923076923077,0.5384615384615384,1.0,1.55,0.4,0.357
2124,0.05,0.1,0.12307692307692308,0.19230769230769232,0.3076923076923077,0.5384615384615384,1.0,1.55,1.0,0.348
2124,0.05,0.1,0.12307692307692308,0.19230769230769232,0.3076923076923077,0.5384615384615384,1.0,1.55,2.0,0.269
2124,0.05,0.1,0.12307692307692308,0.19230769230769232,0.3076923076923077,0.5384615384615384,1.0,1.55,3.0,0.156
2124,0.05,0.1,0.12307692307692308,0.19230769230769232,0.3076923076923077,0.5384615384615384,1.0,1.55,4.0,0.112
2124,0.05,0.1,0.12307692307692308,0.19230769230769232,0.3076923076923077,0.5384615384615384,1.0,1.55,5.0,0.094
2124,0.05,0.1,0.12307692307692308,0.19230769230769232,0.3076923076923077,0.5384615384615384,1.0,1.55,6.0,0.084
2124,0.05,0.1,0.12307692307692308,0.19230769230769232,0.3076923076923077,0.5384615384615384,1.0,1.55,10.0,0.07
2124,0.05,0.1,0.12307692307692308,0.19230769230769232,0.3076923076923077,0.5384615384615384,1.0,1.55,14.0,0.064
2124,0.05,0.1,0.12307692307692308,0.19230769230769232,0.3076923076923077,0.5384615384615384,1.0,1.55,18.0,0.061
2124,0.05,0.1,0.12307692307692308,0.19230769230769232,0.3076923076923077,0.5384615384615384,1.0,1.55,24.0,0.058
2124,0.05,0.1,0.12307692307692308,0.19230769230769232,0.3076923076923077,0.5384615384615384,1.0,1.55,32.0,0.056
2124,0.05,0.1,0.12307692307692308,0.19230769230769232,0.3076923076923077,0.5384615384615384,1.0,1.55,40.0,0.055
2125,0.05,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.53,0.0,0.366
2125,0.05,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.53,0.4,0.333
2125,0.05,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.53,1.0,0.324
2125,0.05,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.53,2.0,0.246
2125,0.05,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.53,3.0,0.141
2125,0.05,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.53,4.0,0.099
2125,0.05,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.53,5.0,0.082
2125,0.05,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.53,6.0,0.074
2125,0.05,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.53,10.0,0.061
