particle_fraction,theta_sat,horizon,particle_size,family,OM_content,bulk_density,pH,location,code,keyword,avetemp_jan,avetemp_jul,date,depth_lower,theta,annual_rain,texture,particle_density,porosity,series,preshead,k_sat,depth_upper
0.735,0.58,A,5.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.876,0.58,A,10.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.978,0.58,A,50.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.987,0.58,A,250.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
1.0,0.58,A,1000.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.419,0.58,A,1.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.735,0.58,A,5.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.876,0.58,A,10.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.978,0.58,A,50.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.987,0.58,A,250.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
1.0,0.58,A,1000.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.419,0.58,A,1.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.735,0.58,A,5.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.876,0.58,A,10.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.978,0.58,A,50.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.987,0.58,A,250.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
1.0,0.58,A,1000.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.419,0.58,A,1.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.735,0.58,A,5.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.876,0.58,A,10.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.978,0.58,A,50.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.987,0.58,A,250.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
1.0,0.58,A,1000.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.419,0.58,A,1.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.735,0.58,A,5.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.876,0.58,A,10.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.978,0.58,A,50.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.987,0.58,A,250.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
1.0,0.58,A,1000.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.419,0.58,A,1.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.735,0.58,A,5.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.876,0.58,A,10.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.978,0.58,A,50.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.987,0.58,A,250.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
1.0,0.58,A,1000.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.419,0.58,A,1.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.735,0.58,A,5.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.876,0.58,A,10.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.978,0.58,A,50.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.987,0.58,A,250.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
1.0,0.58,A,1000.0,Chernozem,,1.32,,"Orenburg region, Russia",3030,"undisturbed, disturbed",-16.0,18.0,9/15/1989,22.0,,,silty clay,2.66,0.5,Orenburg Chernozem,,,0.0
0.332,0.53,B,1.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.421,0.53,B,5.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.59,0.53,B,10.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.787,0.53,B,50.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.901,0.53,B,250.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.92,0.53,B,1000.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.332,0.53,B,1.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.421,0.53,B,5.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.59,0.53,B,10.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.787,0.53,B,50.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.901,0.53,B,250.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.92,0.53,B,1000.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.332,0.53,B,1.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.421,0.53,B,5.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.59,0.53,B,10.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.787,0.53,B,50.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.901,0.53,B,250.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.92,0.53,B,1000.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.332,0.53,B,1.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.421,0.53,B,5.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.59,0.53,B,10.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.787,0.53,B,50.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.901,0.53,B,250.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.92,0.53,B,1000.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.332,0.53,B,1.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.421,0.53,B,5.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.59,0.53,B,10.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.787,0.53,B,50.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.901,0.53,B,250.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.92,0.53,B,1000.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.332,0.53,B,1.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.421,0.53,B,5.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.59,0.53,B,10.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.787,0.53,B,50.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.901,0.53,B,250.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.92,0.53,B,1000.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.332,0.53,B,1.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.421,0.53,B,5.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.59,0.53,B,10.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.787,0.53,B,50.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.901,0.53,B,250.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.92,0.53,B,1000.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.332,0.53,B,1.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.421,0.53,B,5.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.59,0.53,B,10.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.787,0.53,B,50.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.901,0.53,B,250.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.92,0.53,B,1000.0,Chernozem,,1.07,,"Orenburg region, Russia",3031,"undisturbed, disturbed",-16.0,18.0,9/15/1989,38.0,,,clay loam,2.87,0.63,Orenburg Chernozem,,,22.0
0.346,0.55,BC,1.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.389,0.55,BC,5.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.434,0.55,BC,10.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.653,0.55,BC,50.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.773,0.55,BC,250.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.783,0.55,BC,1000.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.346,0.55,BC,1.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.389,0.55,BC,5.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.434,0.55,BC,10.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.653,0.55,BC,50.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.773,0.55,BC,250.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.783,0.55,BC,1000.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.346,0.55,BC,1.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.389,0.55,BC,5.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.434,0.55,BC,10.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.653,0.55,BC,50.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.773,0.55,BC,250.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.783,0.55,BC,1000.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.346,0.55,BC,1.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.389,0.55,BC,5.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.434,0.55,BC,10.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.653,0.55,BC,50.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.773,0.55,BC,250.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.783,0.55,BC,1000.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.346,0.55,BC,1.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.389,0.55,BC,5.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.434,0.55,BC,10.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.653,0.55,BC,50.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.773,0.55,BC,250.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.783,0.55,BC,1000.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.346,0.55,BC,1.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.389,0.55,BC,5.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.434,0.55,BC,10.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.653,0.55,BC,50.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.773,0.55,BC,250.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.783,0.55,BC,1000.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.346,0.55,BC,1.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.389,0.55,BC,5.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.434,0.55,BC,10.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.653,0.55,BC,50.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.773,0.55,BC,250.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.783,0.55,BC,1000.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
