particle_fraction,theta_sat,horizon,particle_size,family,OM_content,bulk_density,pH,location,code,keyword,avetemp_jan,avetemp_jul,date,depth_lower,theta,annual_rain,texture,particle_density,porosity,series,preshead,k_sat,depth_upper
0.346,0.55,BC,1.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.389,0.55,BC,5.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.434,0.55,BC,10.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.653,0.55,BC,50.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.773,0.55,BC,250.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.783,0.55,BC,1000.0,Chernozem,,1.21,,"Orenburg region, Russia",3032,"undisturbed, disturbed",-16.0,18.0,9/15/1989,90.0,,,clay loam,2.76,0.56,Orenburg Chernozem,,,38.0
0.338,0.5700000000000001,C,1.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.501,0.5700000000000001,C,5.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.501,0.5700000000000001,C,10.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.72,0.5700000000000001,C,50.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.732,0.5700000000000001,C,250.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.865,0.5700000000000001,C,1000.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.338,0.5700000000000001,C,1.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.501,0.5700000000000001,C,5.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.501,0.5700000000000001,C,10.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.72,0.5700000000000001,C,50.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.732,0.5700000000000001,C,250.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.865,0.5700000000000001,C,1000.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.338,0.5700000000000001,C,1.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.501,0.5700000000000001,C,5.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.501,0.5700000000000001,C,10.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.72,0.5700000000000001,C,50.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.732,0.5700000000000001,C,250.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.865,0.5700000000000001,C,1000.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.338,0.5700000000000001,C,1.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.501,0.5700000000000001,C,5.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.501,0.5700000000000001,C,10.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.72,0.5700000000000001,C,50.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.732,0.5700000000000001,C,250.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.865,0.5700000000000001,C,1000.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.338,0.5700000000000001,C,1.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.501,0.5700000000000001,C,5.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.501,0.5700000000000001,C,10.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.72,0.5700000000000001,C,50.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.732,0.5700000000000001,C,250.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.865,0.5700000000000001,C,1000.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.338,0.5700000000000001,C,1.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.501,0.5700000000000001,C,5.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.501,0.5700000000000001,C,10.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.72,0.5700000000000001,C,50.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.732,0.5700000000000001,C,250.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.865,0.5700000000000001,C,1000.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.338,0.5700000000000001,C,1.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.501,0.5700000000000001,C,5.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.501,0.5700000000000001,C,10.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.72,0.5700000000000001,C,50.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.732,0.5700000000000001,C,250.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.865,0.5700000000000001,C,1000.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.338,0.5700000000000001,C,1.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.501,0.5700000000000001,C,5.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.501,0.5700000000000001,C,10.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.72,0.5700000000000001,C,50.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.732,0.5700000000000001,C,250.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.865,0.5700000000000001,C,1000.0,Chernozem,,1.32,,"Orenburg region, Russia",3033,"undisturbed, disturbed",-16.0,18.0,9/15/1989,200.0,,,clay loam,2.76,0.51,Orenburg Chernozem,,,90.0
0.029,0.499,,2.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.039,0.499,,4.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.086,0.499,,10.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.115,0.499,,15.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.168,0.499,,25.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.221,0.499,,39.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.274,0.499,,55.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.279,0.499,,74.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.356,0.499,,105.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.596,0.499,,250.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.74,0.499,,420.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.841,0.499,,840.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.928,0.499,,2000.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.966,0.499,,4760.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.99,0.499,,9520.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
1.0,0.499,,19100.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.029,0.499,,2.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.039,0.499,,4.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.086,0.499,,10.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.115,0.499,,15.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.168,0.499,,25.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.221,0.499,,39.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.274,0.499,,55.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.279,0.499,,74.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.356,0.499,,105.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.596,0.499,,250.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.74,0.499,,420.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.841,0.499,,840.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.928,0.499,,2000.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.966,0.499,,4760.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.99,0.499,,9520.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
1.0,0.499,,19100.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.029,0.499,,2.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.039,0.499,,4.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.086,0.499,,10.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.115,0.499,,15.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.168,0.499,,25.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.221,0.499,,39.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.274,0.499,,55.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.279,0.499,,74.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.356,0.499,,105.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.596,0.499,,250.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.74,0.499,,420.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.841,0.499,,840.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.928,0.499,,2000.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.966,0.499,,4760.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.99,0.499,,9520.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
1.0,0.499,,19100.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.029,0.499,,2.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.039,0.499,,4.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.086,0.499,,10.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.115,0.499,,15.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.168,0.499,,25.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.221,0.499,,39.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.274,0.499,,55.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.279,0.499,,74.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.356,0.499,,105.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.596,0.499,,250.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.74,0.499,,420.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.841,0.499,,840.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.928,0.499,,2000.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.966,0.499,,4760.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.99,0.499,,9520.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
1.0,0.499,,19100.0,,,1.693,,"Kyusyu District, Japan",3050,,7.0,27.2,Jan-88,,,237.5,sandy loam,2.384,0.499,Shirasu,,19.475,
0.086,0.503,,74.0,,,1.884,,"Hokkaido, Japan",3060,,-5.2,19.0,Jan-82,,,130.7,sand,2.78,0.503,Hokkaido,,2082.24,
0.102,0.503,,105.0,,,1.884,,"Hokkaido, Japan",3060,,-5.2,19.0,Jan-82,,,130.7,sand,2.78,0.503,Hokkaido,,2082.24,
0.281,0.503,,250.0,,,1.884,,"Hokkaido, Japan",3060,,-5.2,19.0,Jan-82,,,130.7,sand,2.78,0.503,Hokkaido,,2082.24,
0.831,0.503,,420.0,,,1.884,,"Hokkaido, Japan",3060,,-5.2,19.0,Jan-82,,,130.7,sand,2.78,0.503,Hokkaido,,2082.24,
0.999,0.503,,840.0,,,1.884,,"Hokkaido, Japan",3060,,-5.2,19.0,Jan-82,,,130.7,sand,2.78,0.503,Hokkaido,,2082.24,
1.0,0.503,,2000.0,,,1.884,,"Hokkaido, Japan",3060,,-5.2,19.0,Jan-82,,,130.7,sand,2.78,0.503,Hokkaido,,2082.24,
0.086,0.503,,74.0,,,1.884,,"Hokkaido, Japan",3060,,-5.2,19.0,Jan-82,,,130.7,sand,2.78,0.503,Hokkaido,,2082.24,
0.102,0.503,,105.0,,,1.884,,"Hokkaido, Japan",3060,,-5.2,19.0,Jan-82,,,130.7,sand,2.78,0.503,Hokkaido,,2082.24,
0.281,0.503,,250.0,,,1.884,,"Hokkaido, Japan",3060,,-5.2,19.0,Jan-82,,,130.7,sand,2.78,0.503,Hokkaido,,2082.24,
0.831,0.503,,420.0,,,1.884,,"Hokkaido, Japan",3060,,-5.2,19.0,Jan-82,,,130.7,sand,2.78,0.503,Hokkaido,,2082.24,
0.999,0.503,,840.0,,,1.884,,"Hokkaido, Japan",3060,,-5.2,19.0,Jan-82,,,130.7,sand,2.78,0.503,Hokkaido,,2082.24,
1.0,0.503,,2000.0,,,1.884,,"Hokkaido, Japan",3060,,-5.2,19.0,Jan-82,,,130.7,sand,2.78,0.503,Hokkaido,,2082.24,
0.086,0.503,,74.0,,,1.884,,,3060,,,,,,0.195,,,2.78,0.503,,61.0,2082.24,
0.102,0.503,,105.0,,,1.884,,,3060,,,,,,0.195,,,2.78,0.503,,61.0,2082.24,
0.281,0.503,,250.0,,,1.884,,,3060,,,,,,0.195,,,2.78,0.503,,61.0,2082.24,
0.831,0.503,,420.0,,,1.884,,,3060,,,,,,0.195,,,2.78,0.503,,61.0,2082.24,
0.999,0.503,,840.0,,,1.884,,,3060,,,,,,0.195,,,2.78,0.503,,61.0,2082.24,
1.0,0.503,,2000.0,,,1.884,,,3060,,,,,,0.195,,,2.78,0.503,,61.0,2082.24,
0.086,0.503,,74.0,,,1.884,,,3060,,,,,,0.195,,,2.78,0.503,,61.0,2082.24,
0.102,0.503,,105.0,,,1.884,,,3060,,,,,,0.195,,,2.78,0.503,,61.0,2082.24,
0.281,0.503,,250.0,,,1.884,,,3060,,,,,,0.195,,,2.78,0.503,,61.0,2082.24,
0.831,0.503,,420.0,,,1.884,,,3060,,,,,,0.195,,,2.78,0.503,,61.0,2082.24,
0.999,0.503,,840.0,,,1.884,,,3060,,,,,,0.195,,,2.78,0.503,,61.0,2082.24,
1.0,0.503,,2000.0,,,1.884,,,3060,,,,,,0.195,,,2.78,0.503,,61.0,2082.24,
0.086,0.503,,74.0,,,1.884,,,3060,,,,,,0.2,,,2.78,0.503,,46.0,2082.24,
0.102,0.503,,105.0,,,1.884,,,3060,,,,,,0.2,,,2.78,0.503,,46.0,2082.24,
0.281,0.503,,250.0,,,1.884,,,3060,,,,,,0.2,,,2.78,0.503,,46.0,2082.24,
0.831,0.503,,420.0,,,1.884,,,3060,,,,,,0.2,,,2.78,0.503,,46.0,2082.24,
0.999,0.503,,840.0,,,1.884,,,3060,,,,,,0.2,,,2.78,0.503,,46.0,2082.24,
1.0,0.503,,2000.0,,,1.884,,,3060,,,,,,0.2,,,2.78,0.503,,46.0,2082.24,
0.086,0.503,,74.0,,,1.884,,,3060,,,,,,0.2,,,2.78,0.503,,46.0,2082.24,
0.102,0.503,,105.0,,,1.884,,,3060,,,,,,0.2,,,2.78,0.503,,46.0,2082.24,
0.281,0.503,,250.0,,,1.884,,,3060,,,,,,0.2,,,2.78,0.503,,46.0,2082.24,
0.831,0.503,,420.0,,,1.884,,,3060,,,,,,0.2,,,2.78,0.503,,46.0,2082.24,
0.999,0.503,,840.0,,,1.884,,,3060,,,,,,0.2,,,2.78,0.503,,46.0,2082.24,
1.0,0.503,,2000.0,,,1.884,,,3060,,,,,,0.2,,,2.78,0.503,,46.0,2082.24,
0.086,0.503,,74.0,,,1.884,,,3060,,,,,,0.205,,,2.78,0.503,,40.0,2082.24,
0.102,0.503,,105.0,,,1.884,,,3060,,,,,,0.205,,,2.78,0.503,,40.0,2082.24,
0.281,0.503,,250.0,,,1.884,,,3060,,,,,,0.205,,,2.78,0.503,,40.0,2082.24,
0.831,0.503,,420.0,,,1.884,,,3060,,,,,,0.205,,,2.78,0.503,,40.0,2082.24,
0.999,0.503,,840.0,,,1.884,,,3060,,,,,,0.205,,,2.78,0.503,,40.0,2082.24,
1.0,0.503,,2000.0,,,1.884,,,3060,,,,,,0.205,,,2.78,0.503,,40.0,2082.24,
