particle_density,texture,porosity,series,conductivity,depth_lower,OM_content,k_sat,theta_sat,pH,location,depth_upper,code,P2,P50,P100,P250,P500,P1000,P2000,rho,suction,theta
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4261,0.029,0.067,0.15133333333333338,0.6930167597765363,0.7368715083798884,0.8245810055865922,1.0,,5.0,0.378
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4261,0.029,0.067,0.15133333333333338,0.6930167597765363,0.7368715083798884,0.8245810055865922,1.0,,5.0,0.385
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4262,0.023,0.041,0.14850000000000002,0.7291899441340782,0.767877094972067,0.8452513966480447,1.0,,446.0,0.03
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4262,0.023,0.041,0.14850000000000002,0.7291899441340782,0.767877094972067,0.8452513966480447,1.0,,249.0,0.039
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4262,0.023,0.041,0.14850000000000002,0.7291899441340782,0.767877094972067,0.8452513966480447,1.0,,119.0,0.047
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4262,0.023,0.041,0.14850000000000002,0.7291899441340782,0.767877094972067,0.8452513966480447,1.0,,85.0,0.046
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4262,0.023,0.041,0.14850000000000002,0.7291899441340782,0.767877094972067,0.8452513966480447,1.0,,63.0,0.061
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4262,0.023,0.041,0.14850000000000002,0.7291899441340782,0.767877094972067,0.8452513966480447,1.0,,57.0,0.075
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4262,0.023,0.041,0.14850000000000002,0.7291899441340782,0.767877094972067,0.8452513966480447,1.0,,56.0,0.094
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4262,0.023,0.041,0.14850000000000002,0.7291899441340782,0.767877094972067,0.8452513966480447,1.0,,17.0,0.334
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4262,0.023,0.041,0.14850000000000002,0.7291899441340782,0.767877094972067,0.8452513966480447,1.0,,5.0,0.359
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4263,0.026,0.05,0.20600000000000004,0.7585195530726258,0.7930167597765363,0.8620111731843576,1.0,,237.0,0.07
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4263,0.026,0.05,0.20600000000000004,0.7585195530726258,0.7930167597765363,0.8620111731843576,1.0,,318.0,0.074
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4263,0.026,0.05,0.20600000000000004,0.7585195530726258,0.7930167597765363,0.8620111731843576,1.0,,231.0,0.082
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4263,0.026,0.05,0.20600000000000004,0.7585195530726258,0.7930167597765363,0.8620111731843576,1.0,,100.0,0.082
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4263,0.026,0.05,0.20600000000000004,0.7585195530726258,0.7930167597765363,0.8620111731843576,1.0,,116.0,0.095
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4263,0.026,0.05,0.20600000000000004,0.7585195530726258,0.7930167597765363,0.8620111731843576,1.0,,69.0,0.144
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4263,0.026,0.05,0.20600000000000004,0.7585195530726258,0.7930167597765363,0.8620111731843576,1.0,,78.0,0.15
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4263,0.026,0.05,0.20600000000000004,0.7585195530726258,0.7930167597765363,0.8620111731843576,1.0,,59.0,0.168
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4263,0.026,0.05,0.20600000000000004,0.7585195530726258,0.7930167597765363,0.8620111731843576,1.0,,69.0,0.177
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4263,0.026,0.05,0.20600000000000004,0.7585195530726258,0.7930167597765363,0.8620111731843576,1.0,,28.0,0.253
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4263,0.026,0.05,0.20600000000000004,0.7585195530726258,0.7930167597765363,0.8620111731843576,1.0,,28.0,0.261
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4263,0.026,0.05,0.20600000000000004,0.7585195530726258,0.7930167597765363,0.8620111731843576,1.0,,41.0,0.265
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4263,0.026,0.05,0.20600000000000004,0.7585195530726258,0.7930167597765363,0.8620111731843576,1.0,,5.0,0.314
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4263,0.026,0.05,0.20600000000000004,0.7585195530726258,0.7930167597765363,0.8620111731843576,1.0,,9.0,0.324
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4263,0.026,0.05,0.20600000000000004,0.7585195530726258,0.7930167597765363,0.8620111731843576,1.0,,5.0,0.33
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,455.0,0.038
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,110.0,0.086
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,114.0,0.094
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,112.0,0.105
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,101.0,0.116
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,80.0,0.153
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,97.0,0.161
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,84.0,0.174
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,81.0,0.185
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,90.0,0.206
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,55.0,0.206
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,70.0,0.207
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,68.0,0.217
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,47.0,0.229
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,46.0,0.254
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,29.0,0.271
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,28.0,0.291
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,9.0,0.3
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,9.0,0.317
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,5.0,0.317
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,5.0,0.324
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4272,0.018,0.079,0.2478333333333334,0.7829608938547487,0.8139664804469274,0.8759776536312849,1.0,,5.0,0.33
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,454.0,0.028
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,460.0,0.044
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,172.0,0.09
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,93.0,0.114
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,65.0,0.132
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,72.0,0.149
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,71.0,0.158
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,89.0,0.164
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,79.0,0.212
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,71.0,0.225
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,65.0,0.234
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,43.0,0.235
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,70.0,0.253
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,26.0,0.275
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,30.0,0.295
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,26.0,0.316
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,9.0,0.306
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,5.0,0.311
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,5.0,0.318
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,9.0,0.32
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4273,0.015,0.059,0.29216666666666674,0.8279329608938547,0.8525139664804469,0.9016759776536313,1.0,,5.0,0.328
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,5.0,0.3299
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,9.0,0.327
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,25.0,0.315
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,26.0,0.286
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,43.0,0.246
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,47.0,0.216
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,61.0,0.206
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,62.0,0.165
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,76.0,0.15
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,87.0,0.15
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,82.0,0.114
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,97.0,0.126
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,98.0,0.086
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,99.0,0.096
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,125.0,0.0749
2.65,12.0,0.44,33.0,1.656,61.0,1.4,88.992,0.418,6.6000000000000005,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,125.0,0.0749
2.65,12.0,0.44,33.0,1.656,61.0,1.4,88.992,0.418,6.6000000000000005,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,237.0,0.043
2.65,12.0,0.44,33.0,1.656,61.0,1.4,88.992,0.418,6.6000000000000005,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,268.0,0.044
2.65,12.0,0.44,33.0,1.656,61.0,1.4,88.992,0.418,6.6000000000000005,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,94.0,0.093
2.65,12.0,0.44,33.0,1.656,61.0,1.4,88.992,0.418,6.6000000000000005,23.0,30.0,4282,0.027,0.074,0.26233333333333336,0.8025139664804469,0.8307262569832403,0.8871508379888269,1.0,,469.0,0.021
2.65,12.0,0.44,33.0,1.656,61.0,1.4,88.992,0.418,6.6000000000000005,23.0,30.0,4310,0.0,0.075,0.22927419354838713,0.794,0.971,0.995,1.0,1.39,1.0,0.3953
2.65,12.0,0.44,33.0,1.656,61.0,1.31,206.0,0.418,5.79,23.0,30.0,4310,0.0,0.075,0.22927419354838713,0.794,0.971,0.995,1.0,1.39,1.0,0.3953
2.65,12.0,0.44,33.0,1.656,61.0,1.31,206.0,0.418,5.79,23.0,30.0,4310,0.0,0.075,0.22927419354838713,0.794,0.971,0.995,1.0,1.39,10.0,0.3933
2.65,12.0,0.44,33.0,1.656,61.0,1.31,206.0,0.418,5.79,23.0,30.0,4310,0.0,0.075,0.22927419354838713,0.794,0.971,0.995,1.0,1.39,32.0,0.3923
2.65,12.0,0.44,33.0,1.656,61.0,1.31,206.0,0.418,5.79,23.0,30.0,4310,0.0,0.075,0.22927419354838713,0.794,0.971,0.995,1.0,1.39,100.0,0.3735
2.65,12.0,0.44,33.0,1.656,61.0,1.31,206.0,0.418,5.79,23.0,30.0,4310,0.0,0.075,0.22927419354838713,0.794,0.971,0.995,1.0,1.39,200.0,0.2515
2.65,12.0,0.44,33.0,1.656,61.0,1.241,538.0,0.418,5.97,23.0,30.0,4310,0.0,0.075,0.22927419354838713,0.794,0.971,0.995,1.0,1.39,200.0,0.2515
2.65,12.0,0.44,33.0,1.656,61.0,1.241,538.0,0.418,5.97,23.0,30.0,4310,0.0,0.075,0.22927419354838713,0.794,0.971,0.995,1.0,1.39,501.0,0.2397
2.65,12.0,0.44,33.0,1.656,61.0,1.241,538.0,0.418,5.97,23.0,30.0,4311,0.0,0.031,0.17727419354838714,0.798,0.985,1.0,1.0,1.66,1.0,0.2787
2.65,12.0,0.44,33.0,1.656,61.0,1.241,538.0,0.418,5.97,23.0,30.0,4311,0.0,0.031,0.17727419354838714,0.798,0.985,1.0,1.0,1.66,10.0,0.2763
2.65,12.0,0.44,33.0,1.656,61.0,1.19,299.0,0.418,6.53,23.0,30.0,4311,0.0,0.031,0.17727419354838714,0.798,0.985,1.0,1.0,1.66,10.0,0.2763
2.65,12.0,0.44,33.0,1.656,61.0,1.19,299.0,0.418,6.53,23.0,30.0,4311,0.0,0.031,0.17727419354838714,0.798,0.985,1.0,1.0,1.66,32.0,0.2621
2.65,12.0,0.44,33.0,1.656,61.0,1.19,299.0,0.418,6.53,23.0,30.0,4311,0.0,0.031,0.17727419354838714,0.798,0.985,1.0,1.0,1.66,100.0,0.2345
2.65,12.0,0.44,33.0,1.656,61.0,1.19,299.0,0.418,6.53,23.0,30.0,4311,0.0,0.031,0.17727419354838714,0.798,0.985,1.0,1.0,1.66,200.0,0.0968
2.65,12.0,0.44,33.0,1.656,61.0,1.19,299.0,0.418,6.53,23.0,30.0,4311,0.0,0.031,0.17727419354838714,0.798,0.985,1.0,1.0,1.66,501.0,0.093
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4311,0.0,0.031,0.17727419354838714,0.798,0.985,1.0,1.0,1.66,501.0,0.093
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4340,0.0,0.052,0.2249354838709678,0.847,0.992,1.0,1.0,1.53,1.0,0.3819
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4340,0.0,0.052,0.2249354838709678,0.847,0.992,1.0,1.0,1.53,10.0,0.3715
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4340,0.0,0.052,0.2249354838709678,0.847,0.992,1.0,1.0,1.53,32.0,0.3305
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4340,0.0,0.052,0.2249354838709678,0.847,0.992,1.0,1.0,1.53,100.0,0.211
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4340,0.0,0.052,0.2249354838709678,0.847,0.992,1.0,1.0,1.53,200.0,0.1655
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4340,0.0,0.052,0.2249354838709678,0.847,0.992,1.0,1.0,1.53,501.0,0.1537
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4341,0.0,0.038,0.20238709677419356,0.816,0.99,1.0,1.0,1.5,1.0,0.391
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4341,0.0,0.038,0.20238709677419356,0.816,0.99,1.0,1.0,1.5,10.0,0.3741
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4341,0.0,0.038,0.20238709677419356,0.816,0.99,1.0,1.0,1.5,32.0,0.3025
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4341,0.0,0.038,0.20238709677419356,0.816,0.99,1.0,1.0,1.5,100.0,0.1792
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4341,0.0,0.038,0.20238709677419356,0.816,0.99,1.0,1.0,1.5,200.0,0.169
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4341,0.0,0.038,0.20238709677419356,0.816,0.99,1.0,1.0,1.5,501.0,0.1598
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,16.0,0.259
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,16.0,0.254
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,18.0,0.238
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,19.0,0.227
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,20.0,0.224
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,21.0,0.216
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,21.0,0.213
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,23.0,0.199
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,23.0,0.197
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,24.0,0.186
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,25.0,0.177
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,27.0,0.17
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,27.0,0.162
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,30.0,0.142
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,30.0,0.141
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4940,0.0,0.0,0.0,0.362,0.62,0.9101428571428571,1.0,1.76,31.0,0.133
