particle_density,texture,porosity,series,conductivity,depth_lower,OM_content,k_sat,theta_sat,pH,location,depth_upper,code,P2,P50,P100,P250,P500,P1000,P2000,rho,suction,theta
2.65,12.0,0.44,33.0,1.656,61.0,0.75,3672.0,0.418,7.3,23.0,30.0,2201,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,8.0,0.313
2.65,12.0,0.44,33.0,1.656,61.0,0.75,3672.0,0.418,7.3,23.0,30.0,2201,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,10.0,0.265
2.65,12.0,0.44,33.0,1.656,61.0,0.75,3672.0,0.418,7.3,23.0,30.0,2201,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,12.0,0.22
2.65,12.0,0.44,33.0,1.656,61.0,0.75,3672.0,0.418,7.3,23.0,30.0,2201,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,14.0,0.18
2.65,12.0,0.44,33.0,1.656,61.0,0.75,3672.0,0.418,7.3,23.0,30.0,2201,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,16.0,0.158
2.65,12.0,0.44,33.0,1.656,61.0,0.75,3672.0,0.418,7.3,23.0,30.0,2201,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,19.0,0.132
2.65,12.0,0.44,33.0,1.656,61.0,0.75,3672.0,0.418,7.3,23.0,30.0,2202,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,15.0,0.249
2.65,12.0,0.44,33.0,1.656,61.0,0.75,3672.0,0.418,7.3,23.0,30.0,2202,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,16.0,0.227
2.65,12.0,0.44,33.0,1.656,61.0,0.75,3672.0,0.418,7.3,23.0,30.0,2202,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,19.0,0.197
2.65,12.0,0.44,33.0,1.656,61.0,0.75,3672.0,0.418,7.3,23.0,30.0,2202,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,20.0,0.171
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2202,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,20.0,0.171
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2202,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,21.0,0.149
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2203,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,2.0,0.375
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2203,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,4.0,0.365
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2203,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,5.0,0.343
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2203,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,8.0,0.315
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2203,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,10.0,0.271
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2203,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,12.0,0.238
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2203,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,13.0,0.207
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2203,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,14.0,0.189
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,4.0,0.364
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,10.0,0.363
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,20.0,0.355
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,30.0,0.33
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,35.0,0.296
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,50.0,0.209
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,55.0,0.188
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,60.0,0.156
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,65.0,0.138
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2808.0,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,80.0,0.11
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,80.0,0.11
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,100.0,0.094
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,140.0,0.089
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,200.0,0.074
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,280.0,0.071
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,400.0,0.07
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,500.0,0.069
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,65.0,0.197
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,4.0,0.392
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,10.0,0.392
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,20.0,0.388
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,30.0,0.38
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,35.0,0.368
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,50.0,0.283
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,55.0,0.251
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,60.0,0.214
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,80.0,0.144
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,100.0,0.116
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,140.0,0.096
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,200.0,0.088
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,280.0,0.084
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,400.0,0.083
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,500.0,0.082
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,80.0,0.198
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,4.0,0.341
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,10.0,0.341
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,20.0,0.335
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,30.0,0.327
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,40.0,0.311
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,50.0,0.279
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,60.0,0.245
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,70.0,0.214
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,100.0,0.178
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,120.0,0.168
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,140.0,0.162
2.65,12.0,0.44,33.0,1.656,61.0,0.75,86.4,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,160.0,0.158
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,160.0,0.158
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,180.0,0.155
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,240.0,0.149
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,300.0,0.145
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,360.0,0.142
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,430.0,0.139
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,500.0,0.138
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,50.0,0.295
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,4.0,0.36
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,10.0,0.36
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,20.0,0.355
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,30.0,0.35
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,40.0,0.337
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,60.0,0.251
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,70.0,0.21
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,80.0,0.171
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,100.0,0.144
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,120.0,0.132
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,140.0,0.125
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,160.0,0.122
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,180.0,0.119
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,240.0,0.114
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,300.0,0.11
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,360.0,0.108
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,430.0,0.107
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,500.0,0.105
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,4.0,0.353
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,10.0,0.353
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,20.0,0.351
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,30.0,0.345
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,40.0,0.33
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,50.0,0.302
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,60.0,0.228
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,70.0,0.171
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,80.0,0.15
2.65,12.0,0.44,33.0,1.656,61.0,0.75,74.9,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,100.0,0.124
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,100.0,0.124
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,120.0,0.112
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,140.0,0.106
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,160.0,0.102
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,180.0,0.1
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,240.0,0.096
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,300.0,0.093
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,360.0,0.09
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,430.0,0.088
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,500.0,0.071
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,4000,0.015,0.078,0.128,0.7768333333333333,0.991,0.999,1.0,1.46,1.0,0.387
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,4000,0.015,0.078,0.128,0.7768333333333333,0.991,0.999,1.0,1.46,3.0,0.376
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,4000,0.015,0.078,0.128,0.7768333333333333,0.991,0.999,1.0,1.46,10.0,0.368
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,4000,0.015,0.078,0.128,0.7768333333333333,0.991,0.999,1.0,1.46,32.0,0.328
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,4000,0.015,0.078,0.128,0.7768333333333333,0.991,0.999,1.0,1.46,100.0,0.143
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,4000,0.015,0.078,0.128,0.7768333333333333,0.991,0.999,1.0,1.46,200.0,0.106
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,4000,0.015,0.078,0.128,0.7768333333333333,0.991,0.999,1.0,1.46,631.0,0.068
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,4000,0.015,0.078,0.128,0.7768333333333333,0.991,0.999,1.0,1.46,2513.0,0.041
2.65,12.0,0.44,33.0,1.656,61.0,0.75,5.53,0.418,7.3,23.0,30.0,4000,0.015,0.078,0.128,0.7768333333333333,0.991,0.999,1.0,1.46,15850.0,0.039
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4000,0.015,0.078,0.128,0.7768333333333333,0.991,0.999,1.0,1.46,15850.0,0.039
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4001,0.013,0.041,0.125,0.7981666666666667,0.994,0.999,1.0,1.62,1.0,0.349
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4001,0.013,0.041,0.125,0.7981666666666667,0.994,0.999,1.0,1.62,3.0,0.34
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4001,0.013,0.041,0.125,0.7981666666666667,0.994,0.999,1.0,1.62,10.0,0.328
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4001,0.013,0.041,0.125,0.7981666666666667,0.994,0.999,1.0,1.62,32.0,0.302
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4001,0.013,0.041,0.125,0.7981666666666667,0.994,0.999,1.0,1.62,100.0,0.165
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4001,0.013,0.041,0.125,0.7981666666666667,0.994,0.999,1.0,1.62,200.0,0.105
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4001,0.013,0.041,0.125,0.7981666666666667,0.994,0.999,1.0,1.62,631.0,0.054
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4001,0.013,0.041,0.125,0.7981666666666667,0.994,0.999,1.0,1.62,2513.0,0.03
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4001,0.013,0.041,0.125,0.7981666666666667,0.994,0.999,1.0,1.62,2514.0,0.03
